"game_id","team","opponent","game_week","WEPADiff","prev_season_data","season","week","week_diff","weight"
"2017_01_ARI_DET","ARI","DET",1,-3.27789191293035,0,2017,12,11,0.3
"2017_01_ARI_DET","DET","ARI",1,3.27789191293035,0,2017,12,11,0.3
"2017_01_ATL_CHI","ATL","CHI",1,16.3549598674801,0,2017,12,11,0.3
"2017_01_ATL_CHI","CHI","ATL",1,-16.3549598674801,0,2017,12,11,0.3
"2017_01_BAL_CIN","BAL","CIN",1,25.5735111665676,0,2017,12,11,0.3
"2017_01_BAL_CIN","CIN","BAL",1,-25.5735111665676,0,2017,12,11,0.3
"2017_01_CAR_SF","CAR","SF",1,25.8631720744408,0,2017,12,11,0.3
"2017_01_CAR_SF","SF","CAR",1,-25.8631720744408,0,2017,12,11,0.3
"2017_01_IND_LAR","IND","LA",1,-24.5881162310918,0,2017,12,11,0.3
"2017_01_IND_LAR","LA","IND",1,24.5881162310918,0,2017,12,11,0.3
"2017_01_JAX_HOU","HOU","JAX",1,-27.7580750373683,0,2017,12,11,0.3
"2017_01_JAX_HOU","JAX","HOU",1,27.7580750373683,0,2017,12,11,0.3
"2017_01_KC_NE","KC","NE",1,16.1218541904451,0,2017,12,11,0.3
"2017_01_KC_NE","NE","KC",1,-16.1218541904451,0,2017,12,11,0.3
"2017_01_LAC_DEN","DEN","LAC",1,12.976835314271,0,2017,12,11,0.3
"2017_01_LAC_DEN","LAC","DEN",1,-12.976835314271,0,2017,12,11,0.3
"2017_01_NO_MIN","MIN","NO",1,1.02929867356878,0,2017,12,11,0.3
"2017_01_NO_MIN","NO","MIN",1,-1.02929867356878,0,2017,12,11,0.3
"2017_01_NYG_DAL","DAL","NYG",1,16.4314803468427,0,2017,12,11,0.3
"2017_01_NYG_DAL","NYG","DAL",1,-16.4314803468427,0,2017,12,11,0.3
"2017_01_NYJ_BUF","BUF","NYJ",1,4.88716377524745,0,2017,12,11,0.3
"2017_01_NYJ_BUF","NYJ","BUF",1,-4.88716377524745,0,2017,12,11,0.3
"2017_01_OAK_TEN","LV","TEN",1,21.8982207116505,0,2017,12,11,0.3
"2017_01_OAK_TEN","TEN","LV",1,-21.8982207116505,0,2017,12,11,0.3
"2017_01_PHI_WAS","PHI","WAS",1,21.4151968347912,0,2017,12,11,0.3
"2017_01_PHI_WAS","WAS","PHI",1,-21.4151968347912,0,2017,12,11,0.3
"2017_01_PIT_CLE","CLE","PIT",1,-11.3088138144039,0,2017,12,11,0.3
"2017_01_PIT_CLE","PIT","CLE",1,11.3088138144039,0,2017,12,11,0.3
"2017_01_SEA_GB","GB","SEA",1,15.9671750567662,0,2017,12,11,0.3
"2017_01_SEA_GB","SEA","GB",1,-15.9671750567662,0,2017,12,11,0.3
"2017_02_ARI_IND","ARI","IND",2,2.35981174659857,0,2017,12,10,0.3
"2017_02_ARI_IND","IND","ARI",2,-2.35981174659857,0,2017,12,10,0.3
"2017_02_BUF_CAR","BUF","CAR",2,-11.3382145285942,0,2017,12,10,0.3
"2017_02_BUF_CAR","CAR","BUF",2,11.3382145285942,0,2017,12,10,0.3
"2017_02_CHI_TB","CHI","TB",2,-25.8433168227563,0,2017,12,10,0.3
"2017_02_CHI_TB","TB","CHI",2,25.8433168227563,0,2017,12,10,0.3
"2017_02_CLE_BAL","BAL","CLE",2,12.5919293485968,0,2017,12,10,0.3
"2017_02_CLE_BAL","CLE","BAL",2,-12.5919293485968,0,2017,12,10,0.3
"2017_02_DAL_DEN","DAL","DEN",2,-25.4599225004525,0,2017,12,10,0.3
"2017_02_DAL_DEN","DEN","DAL",2,25.4599225004525,0,2017,12,10,0.3
"2017_02_DET_NYG","DET","NYG",2,15.4121495676138,0,2017,12,10,0.3
"2017_02_DET_NYG","NYG","DET",2,-15.4121495676138,0,2017,12,10,0.3
"2017_02_GB_ATL","ATL","GB",2,14.7882032585411,0,2017,12,10,0.3
