"game_id","team","opponent","game_week","WEPADiff","prev_season_data","season","week","week_diff"
"2018_01_ATL_PHI","ATL","PHI",1,-7.40604171154873,0,2018,5,4
"2018_01_ATL_PHI","PHI","ATL",1,7.40604171154873,0,2018,5,4
"2018_01_BUF_BAL","BAL","BUF",1,39.6413261628063,0,2018,5,4
"2018_01_BUF_BAL","BUF","BAL",1,-39.6413261628063,0,2018,5,4
"2018_01_CHI_GB","CHI","GB",1,9.08502086311487,0,2018,5,4
"2018_01_CHI_GB","GB","CHI",1,-9.08502086311487,0,2018,5,4
"2018_01_CIN_IND","CIN","IND",1,7.34858735546629,0,2018,5,4
"2018_01_CIN_IND","IND","CIN",1,-7.34858735546629,0,2018,5,4
"2018_01_DAL_CAR","CAR","DAL",1,10.7627816252011,0,2018,5,4
"2018_01_DAL_CAR","DAL","CAR",1,-10.7627816252011,0,2018,5,4
"2018_01_HOU_NE","HOU","NE",1,-7.34925100829919,0,2018,5,4
"2018_01_HOU_NE","NE","HOU",1,7.34925100829919,0,2018,5,4
"2018_01_JAX_NYG","JAX","NYG",1,12.0296407151841,0,2018,5,4
"2018_01_JAX_NYG","NYG","JAX",1,-12.0296407151841,0,2018,5,4
"2018_01_KC_LAC","KC","LAC",1,15.2008581351759,0,2018,5,4
"2018_01_KC_LAC","LAC","KC",1,-15.2008581351759,0,2018,5,4
"2018_01_LAR_OAK","LA","LV",1,22.8698701081076,0,2018,5,4
"2018_01_LAR_OAK","LV","LA",1,-22.8698701081076,0,2018,5,4
"2018_01_NYJ_DET","DET","NYJ",1,-35.8902569716961,0,2018,5,4
"2018_01_NYJ_DET","NYJ","DET",1,35.8902569716961,0,2018,5,4
"2018_01_PIT_CLE","CLE","PIT",1,-14.4985735057202,0,2018,5,4
"2018_01_PIT_CLE","PIT","CLE",1,14.4985735057202,0,2018,5,4
"2018_01_SEA_DEN","DEN","SEA",1,1.00276829505821,0,2018,5,4
"2018_01_SEA_DEN","SEA","DEN",1,-1.00276829505821,0,2018,5,4
"2018_01_SF_MIN","MIN","SF",1,-1.25766333731136,0,2018,5,4
"2018_01_SF_MIN","SF","MIN",1,1.25766333731136,0,2018,5,4
"2018_01_TB_NO","NO","TB",1,-12.7147873765947,0,2018,5,4
"2018_01_TB_NO","TB","NO",1,12.7147873765947,0,2018,5,4
"2018_01_TEN_MIA","MIA","TEN",1,11.7307880103978,0,2018,5,4
"2018_01_TEN_MIA","TEN","MIA",1,-11.7307880103978,0,2018,5,4
"2018_01_WAS_ARI","ARI","WAS",1,-18.4728206374126,0,2018,5,4
"2018_01_WAS_ARI","WAS","ARI",1,18.4728206374126,0,2018,5,4
"2018_02_ARI_LAR","ARI","LA",2,-31.2649050729522,0,2018,5,3
"2018_02_ARI_LAR","LA","ARI",2,31.2649050729522,0,2018,5,3
"2018_02_BAL_CIN","BAL","CIN",2,-16.6534343645144,0,2018,5,3
"2018_02_BAL_CIN","CIN","BAL",2,16.6534343645144,0,2018,5,3
"2018_02_CAR_ATL","ATL","CAR",2,5.68375056639356,0,2018,5,3
"2018_02_CAR_ATL","CAR","ATL",2,-5.68375056639356,0,2018,5,3
"2018_02_CLE_NO","CLE","NO",2,-11.3562917875934,0,2018,5,3
"2018_02_CLE_NO","NO","CLE",2,11.3562917875934,0,2018,5,3
"2018_02_DET_SF","DET","SF",2,-11.0248037437093,0,2018,5,3
"2018_02_DET_SF","SF","DET",2,11.0248037437093,0,2018,5,3
"2018_02_HOU_TEN","HOU","TEN",2,1.27765628572379,0,2018,5,3
"2018_02_HOU_TEN","TEN","HOU",2,-1.27765628572379,0,2018,5,3
"2018_02_IND_WAS","IND","WAS",2,13.8617757739578,0,2018,5,3
"2018_02_IND_WAS","WAS","IND",2,-13.8617757739578,0,2018,5,3
"2018_02_KC_PIT","KC","PIT",2,19.3891790620437,0,2018,5,3
"2018_02_KC_PIT","PIT","KC",2,-19.3891790620437,0,2018,5,3
"2018_02_LAC_BUF","BUF","LAC",2,-17.8540272779147,0,2018,5,3
"2018_02_LAC_BUF","LAC","BUF",2,17.8540272779147,0,2018,5,3
"2018_02_MIA_NYJ","MIA","NYJ",2,8.4731104911394,0,2018,5,3
"2018_02_MIA_NYJ","NYJ","MIA",2,-8.4731104911394,0,2018,5,3
"2018_02_MIN_GB","GB","MIN",2,6.76372691461477,0,2018,5,3
"2018_02_MIN_GB","MIN","GB",2,-6.76372691461477,0,2018,5,3
"2018_02_NE_JAX","JAX","NE",2,16.3337250676576,0,2018,5,3
"2018_02_NE_JAX","NE","JAX",2,-16.3337250676576,0,2018,5,3
"2018_02_NYG_DAL","DAL","NYG",2,12.3258656211313,0,2018,5,3
