"game_id","team","opponent","game_week","WEPADiff","prev_season_data","season","week","week_diff"
"2014_01_BUF_CHI","BUF","CHI",1,0.951066870497349,0,2014,1,0
"2014_01_BUF_CHI","CHI","BUF",1,-0.951066870497349,0,2014,1,0
"2014_01_CAR_TB","CAR","TB",1,8.39573677025892,0,2014,1,0
"2014_01_CAR_TB","TB","CAR",1,-8.39573677025892,0,2014,1,0
"2014_01_CIN_BAL","BAL","CIN",1,-19.252594994811,0,2014,1,0
"2014_01_CIN_BAL","CIN","BAL",1,19.252594994811,0,2014,1,0
"2014_01_CLE_PIT","CLE","PIT",1,-3.49603827878546,0,2014,1,0
"2014_01_CLE_PIT","PIT","CLE",1,3.49603827878546,0,2014,1,0
"2014_01_GB_SEA","GB","SEA",1,-21.482370484926,0,2014,1,0
"2014_01_GB_SEA","SEA","GB",1,21.482370484926,0,2014,1,0
"2014_01_IND_DEN","DEN","IND",1,9.99473443969748,0,2014,1,0
"2014_01_IND_DEN","IND","DEN",1,-9.99473443969748,0,2014,1,0
"2014_01_JAX_PHI","JAX","PHI",1,1.98096865452171,0,2014,1,0
"2014_01_JAX_PHI","PHI","JAX",1,-1.98096865452171,0,2014,1,0
"2014_01_LAC_ARI","ARI","LAC",1,10.0327276556128,0,2014,1,0
"2014_01_LAC_ARI","LAC","ARI",1,-10.0327276556128,0,2014,1,0
"2014_01_MIN_LAR","LA","MIN",1,-30.1340507415006,0,2014,1,0
"2014_01_MIN_LAR","MIN","LA",1,30.1340507415006,0,2014,1,0
"2014_01_NE_MIA","MIA","NE",1,15.3026011444248,0,2014,1,0
"2014_01_NE_MIA","NE","MIA",1,-15.3026011444248,0,2014,1,0
"2014_01_NO_ATL","ATL","NO",1,-5.48334974589649,0,2014,1,0
"2014_01_NO_ATL","NO","ATL",1,5.48334974589649,0,2014,1,0
"2014_01_NYG_DET","DET","NYG",1,18.5524580049718,0,2014,1,0
"2014_01_NYG_DET","NYG","DET",1,-18.5524580049718,0,2014,1,0
"2014_01_OAK_NYJ","NYJ","LV",1,11.9887913207563,0,2014,1,0
"2014_01_OAK_NYJ","LV","NYJ",1,-11.9887913207563,0,2014,1,0
"2014_01_SF_DAL","DAL","SF",1,0.555512220486686,0,2014,1,0
"2014_01_SF_DAL","SF","DAL",1,-0.555512220486686,0,2014,1,0
"2014_01_TEN_KC","KC","TEN",1,-19.3558320536152,0,2014,1,0
"2014_01_TEN_KC","TEN","KC",1,19.3558320536152,0,2014,1,0
"2014_01_WAS_HOU","HOU","WAS",1,2.91225836015428,0,2014,1,0
"2014_01_WAS_HOU","WAS","HOU",1,-2.91225836015428,0,2014,1,0
